date,month,token,cmc_id,price_usd,circulating,total_reported,max_reported,market_cap_usd,row_last_updated,quote_last_updated,source_url,policy_ceiling,ratio
2021-08-01,2021-08,ETH,1027,2561.85215266,116932962.374,116932962.374,,299564961374.274,2021-08-01T23:00:00.000Z,2021-08-01T00:00:00.000Z,https://coinmarketcap.com/historical/20210801/,,
2021-08-01,2021-08,ADA,2010,1.3177302,32081226995.306,32936637337.181,45000000000.0,42274401646.456406,2021-08-01T23:00:00.000Z,2021-08-01T00:00:00.000Z,https://coinmarketcap.com/historical/20210801/,45000000000.0,0.7129161554512444
2021-08-01,2021-08,ATOM,3794,12.36202782,219056788.315481,276841391.315481,,2707986110.32297,2021-08-01T23:00:00.000Z,2021-08-01T00:00:00.000Z,https://coinmarketcap.com/historical/20210801/,,
2021-08-01,2021-08,SOL,5426,34.25436021,272637427.57725775,494519161.74206734,,9339020650.680443,2021-08-01T23:00:00.000Z,2021-08-01T00:00:00.000Z,https://coinmarketcap.com/historical/20210801/,,
2021-08-01,2021-08,AVAX,5805,12.87743168,173425854.49429426,386929792.84429425,720000000.0,2233279592.0126486,2021-08-01T23:00:00.000Z,2021-08-01T00:00:00.000Z,https://coinmarketcap.com/historical/20210801/,720000000.0,0.24086924235318646
2021-08-01,2021-08,NEAR,6535,2.39321864,421565578.0,1000000000.0,1000000000.0,1008898598.7934159,2021-08-01T23:00:00.000Z,2021-08-01T00:00:00.000Z,https://coinmarketcap.com/historical/20210801/,,
2021-08-01,2021-08,DOT,6636,18.41396516,980254251.8932725,1095978408.3184605,,18050367644.583656,2021-08-01T23:00:00.000Z,2021-08-01T00:00:00.000Z,https://coinmarketcap.com/historical/20210801/,,
2021-09-05,2021-09,BTC,1,51753.41192621,18807550.0,18807550.0,21000000.0,973354882472.7816,2021-09-05T23:00:00.000Z,2021-09-05T00:00:00.000Z,https://coinmarketcap.com/historical/20210905/,21000000.0,0.895597619047619
2021-09-05,2021-09,ETH,1027,3952.13349685,117404249.6865,117404249.6865,,463997267858.1807,2021-09-05T23:00:00.000Z,2021-09-05T00:00:00.000Z,https://coinmarketcap.com/historical/20210905/,,
2021-09-05,2021-09,ADA,2010,2.91082444,32014049408.229,33095610707.522,45000000000.0,93187277515.33496,2021-09-05T23:00:00.000Z,2021-09-05T00:00:00.000Z,https://coinmarketcap.com/historical/20210905/,45000000000.0,0.7114233201828667
2021-09-05,2021-09,ATOM,3794,25.75535769,220906857.497448,278691460.497448,,5689535131.412189,2021-09-05T23:00:00.000Z,2021-09-05T00:00:00.000Z,https://coinmarketcap.com/historical/20210905/,,
2021-09-05,2021-09,SOL,5426,142.07087706,291398606.22797835,503479076.89202905,,41399255561.4555,2021-09-05T23:00:00.000Z,2021-09-05T00:00:00.000Z,https://coinmarketcap.com/historical/20210905/,,
2021-09-05,2021-09,AVAX,5805,48.17892363,219916980.49808162,390758822.15808165,720000000.0,10595363408.103516,2021-09-05T23:00:00.000Z,2021-09-05T00:00:00.000Z,https://coinmarketcap.com/historical/20210905/,720000000.0,0.30544025069178005
2021-09-05,2021-09,NEAR,6535,6.1418502,447699577.0,1000000000.0,1000000000.0,2749703735.280055,2021-09-05T23:00:00.000Z,2021-09-05T00:00:00.000Z,https://coinmarketcap.com/historical/20210905/,,
2021-09-05,2021-09,DOT,6636,34.4087892,987579314.957085,1103303471.382273,,33981408465.063763,2021-09-05T23:00:00.000Z,2021-09-05T00:00:00.000Z,https://coinmarketcap.com/historical/20210905/,,
2021-10-03,2021-10,BTC,1,48199.95155727,18833868.0,18833868.0,21000000.0,907791525235.9336,2021-10-03T23:00:00.000Z,2021-10-03T00:00:00.000Z,https://coinmarketcap.com/historical/20211003/,21000000.0,0.8968508571428572
2021-10-03,2021-10,ETH,1027,3418.35865962,117781415.6865,117781415.6865,,402619122253.94476,2021-10-03T23:00:00.000Z,2021-10-03T00:00:00.000Z,https://coinmarketcap.com/historical/20211003/,,
2021-10-03,2021-10,ADA,2010,2.252873,32038100543.532,33117618880.453,45000000000.0,72177771731.76439,2021-10-03T23:00:00.000Z,2021-10-03T00:00:00.000Z,https://coinmarketcap.com/historical/20211003/,45000000000.0,0.7119577898562667
2021-10-03,2021-10,ATOM,3794,38.79066428,222351601.011869,280136204.011869,,8625166307.660433,2021-10-03T23:00:00.000Z,2021-10-03T00:00:00.000Z,https://coinmarketcap.com/historical/20211003/,,
2021-10-03,2021-10,SOL,5426,172.58915892,297840085.56316054,505530667.6799421,,51403969858.98405,2021-10-03T23:00:00.000Z,2021-10-03T00:00:00.000Z,https://coinmarketcap.com/historical/20211003/,,
2021-10-03,2021-10,AVAX,5805,68.71703954,220286577.20755112,391128418.8675511,720000000.0,15137441435.105314,2021-10-03T23:00:00.000Z,2021-10-03T00:00:00.000Z,https://coinmarketcap.com/historical/20211003/,720000000.0,0.3059535794549321
2021-10-03,2021-10,NEAR,6535,8.02400291,472542672.0,1000000000.0,1000000000.0,3791683772.8770556,2021-10-03T23:00:00.000Z,2021-10-03T00:00:00.000Z,https://coinmarketcap.com/historical/20211003/,,
2021-10-03,2021-10,DOT,6636,32.10525381,987579314.957085,1103303471.382273,,31706484564.470627,2021-10-03T23:00:00.000Z,2021-10-03T00:00:00.000Z,https://coinmarketcap.com/historical/20211003/,,
2021-11-07,2021-11,BTC,1,63326.9890281,18866818.0,18866818.0,21000000.0,1194778776481.1453,2021-11-07T23:00:00.000Z,2021-11-07T00:00:00.000Z,https://coinmarketcap.com/historical/20211107/,21000000.0,0.8984199047619048
2021-11-07,2021-11,ETH,1027,4620.55450295,118250238.499,118250238.499,,546381671971.18475,2021-11-07T23:00:00.000Z,2021-11-07T00:00:00.000Z,https://coinmarketcap.com/historical/20211107/,,
2021-11-07,2021-11,ADA,2010,2.02187201,33284645198.344,33697893006.831,45000000000.0,67297292605.334435,2021-11-07T23:00:00.000Z,2021-11-07T00:00:00.000Z,https://coinmarketcap.com/historical/20211107/,45000000000.0,0.7396587821854222
2021-11-07,2021-11,ATOM,3794,35.71666003,224189294.658133,281973897.658133,,8007292818.846076,2021-11-07T23:00:00.000Z,2021-11-07T00:00:00.000Z,https://coinmarketcap.com/historical/20211107/,,
2021-11-07,2021-11,SOL,5426,249.82348295,302512514.71972805,508383553.78989303,,75574730064.49269,2021-11-07T23:00:00.000Z,2021-11-07T00:00:00.000Z,https://coinmarketcap.com/historical/20211107/,,
2021-11-07,2021-11,AVAX,5805,87.70542389,220286577.20755112,391128418.8675511,720000000.0,19320327631.812412,2021-11-07T23:00:00.000Z,2021-11-07T00:00:00.000Z,https://coinmarketcap.com/historical/20211107/,720000000.0,0.3059535794549321
2021-11-07,2021-11,NEAR,6535,10.33841319,533749580.0,1000000000.0,1000000000.0,5518123700.142103,2021-11-07T23:00:00.000Z,2021-11-07T00:00:00.000Z,https://coinmarketcap.com/historical/20211107/,,
2021-11-07,2021-11,DOT,6636,52.27798013,987579314.957085,1103303471.382273,,51628651803.80626,2021-11-07T23:00:00.000Z,2021-11-07T00:00:00.000Z,https://coinmarketcap.com/historical/20211107/,,
2021-12-05,2021-12,BTC,1,49368.84709923,18892387.0,18892387.0,21000000.0,932695365142.3951,2021-12-05T23:00:00.000Z,2021-12-05T00:00:00.000Z,https://coinmarketcap.com/historical/20211205/,21000000.0,0.8996374761904762
2021-12-05,2021-12,ETH,1027,4198.32287254,118620670.874,118620670.874,,498007875686.38794,2021-12-05T23:00:00.000Z,2021-12-05T00:00:00.000Z,https://coinmarketcap.com/historical/20211205/,,
2021-12-05,2021-12,ADA,2010,1.37810468,33313246914.729,33719282563.077,45000000000.0,45909141522.14784,2021-12-05T23:00:00.000Z,2021-12-05T00:00:00.000Z,https://coinmarketcap.com/historical/20211205/,45000000000.0,0.7402943758828666
2021-12-05,2021-12,ATOM,3794,24.62522782,225725231.890493,283509834.890493,,5558535259.437257,2021-12-05T23:00:00.000Z,2021-12-05T00:00:00.000Z,https://coinmarketcap.com/historical/20211205/,,
2021-12-05,2021-12,SOL,5426,196.16825969,305774824.19570625,510610651.4987374,,59983315118.44435,2021-12-05T23:00:00.000Z,2021-12-05T00:00:00.000Z,https://coinmarketcap.com/historical/20211205/,,
2021-12-05,2021-12,AVAX,5805,85.79002033,242743157.0965285,394882031.09652853,,20824940381.421642,2021-12-05T23:00:00.000Z,2021-12-05T00:00:00.000Z,https://coinmarketcap.com/historical/20211205/,720000000.0,0.3371432737451785
2021-12-05,2021-12,NEAR,6535,7.34487673,570054803.0,1000000000.0,1000000000.0,4186982256.1790643,2021-12-05T23:00:00.000Z,2021-12-05T00:00:00.000Z,https://coinmarketcap.com/historical/20211205/,,
2021-12-05,2021-12,DOT,6636,28.31013892,987579314.957085,1103303471.382273,,27958507597.693336,2021-12-05T23:00:00.000Z,2021-12-05T00:00:00.000Z,https://coinmarketcap.com/historical/20211205/,,
2022-01-02,2022-01,BTC,1,47345.22056425,18918243.0,18918243.0,21000000.0,895688387523.1361,2022-01-02T23:00:00.000Z,2022-01-02T00:00:00.000Z,https://coinmarketcap.com/historical/20220102/,21000000.0,0.9008687142857142
2022-01-02,2022-01,ETH,1027,3829.56504454,118998780.5615,118998780.5615,,455713570380.8481,2022-01-02T23:00:00.000Z,2022-01-02T00:00:00.000Z,https://coinmarketcap.com/historical/20220102/,,
2022-01-02,2022-01,ADA,2010,1.37758355,33485491061.763,33927753982.173,45000000000.0,46129061735.766396,2022-01-02T23:00:00.000Z,2022-01-02T00:00:00.000Z,https://coinmarketcap.com/historical/20220102/,45000000000.0,0.7441220235947333
2022-01-02,2022-01,ATOM,3794,35.60345388,226226027.647699,284010630.647699,,8054427941.216951,2022-01-02T23:00:00.000Z,2022-01-02T00:00:00.000Z,https://coinmarketcap.com/historical/20220102/,,
2022-01-02,2022-01,SOL,5426,176.38284132,309284593.01375335,511616946.142289,,54552495291.76871,2022-01-02T23:00:00.000Z,2022-01-02T00:00:00.000Z,https://coinmarketcap.com/historical/20220102/,,
2022-01-02,2022-01,AVAX,5805,113.18633585,243741532.0590604,395880406.0590604,,27588210907.87485,2022-01-02T23:00:00.000Z,2022-01-02T00:00:00.000Z,https://coinmarketcap.com/historical/20220102/,720000000.0,0.3385299056375839
2022-01-02,2022-01,NEAR,6535,14.41052129,601788572.0,1000000000.0,1000000000.0,8672087026.240496,2022-01-02T23:00:00.000Z,2022-01-02T00:00:00.000Z,https://coinmarketcap.com/historical/20220102/,,
2022-01-02,2022-01,DOT,6636,29.73116568,987579314.957085,1103303471.382273,,29361884232.15381,2022-01-02T23:00:00.000Z,2022-01-02T00:00:00.000Z,https://coinmarketcap.com/historical/20220102/,,
2022-02-06,2022-02,BTC,1,42412.43423592,18950681.0,18950681.0,21000000.0,803744511638.3496,2022-02-06T23:00:00.000Z,2022-02-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220206/,21000000.0,0.902413380952381
2022-02-06,2022-02,ETH,1027,3057.47612436,119473803.624,119473803.624,,365288302066.8064,2022-02-06T23:00:00.000Z,2022-02-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220206/,,
2022-02-06,2022-02,ADA,2010,1.14454714,33579503407.547,34066349127.639,45000000000.0,38433324420.143234,2022-02-06T23:00:00.000Z,2022-02-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220206/,45000000000.0,0.7462111868343778
2022-02-06,2022-02,ATOM,3794,31.25107893,286370297.0,0.0,,8949380755.014212,2022-02-06T23:00:00.000Z,2022-02-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220206/,,
2022-02-06,2022-02,SOL,5426,115.29975782,316845382.6959943,511616946.142289,,36532195892.09006,2022-02-06T23:00:00.000Z,2022-02-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220206/,,
2022-02-06,2022-02,AVAX,5805,78.75726325,245136940.53392607,395891289.9134107,,19306314558.702045,2022-02-06T23:00:00.000Z,2022-02-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220206/,720000000.0,0.3404679729637862
2022-02-06,2022-02,NEAR,6535,13.49761347,632632475.0,1000000000.0,1000000000.0,8539028615.62859,2022-02-06T23:00:00.000Z,2022-02-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220206/,,
2022-02-06,2022-02,DOT,6636,21.90333472,987579314.957085,1103303471.382273,,21631280299.891247,2022-02-06T23:00:00.000Z,2022-02-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220206/,,
2022-03-06,2022-03,BTC,1,38419.98337739,18976125.0,18976125.0,21000000.0,729062407067.3235,2022-03-06T23:00:00.000Z,2022-03-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220306/,21000000.0,0.903625
2022-03-06,2022-03,ETH,1027,2555.03744065,119853206.624,119853206.624,,306229430306.0665,2022-03-06T23:00:00.000Z,2022-03-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220306/,,
2022-03-06,2022-03,ADA,2010,0.82375164,33674446474.763,34162713384.255,45000000000.0,27739380365.387466,2022-03-06T23:00:00.000Z,2022-03-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220306/,45000000000.0,0.7483210327725112
2022-03-06,2022-03,ATOM,3794,28.12813502,286370297.0,0.0,,8055062379.824499,2022-03-06T23:00:00.000Z,2022-03-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220306/,,
2022-03-06,2022-03,SOL,5426,84.54218633,320729196.7547799,511616946.142289,,27115147513.74096,2022-03-06T23:00:00.000Z,2022-03-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220306/,,
2022-03-06,2022-03,AVAX,5805,72.52902187,265647382.16174552,395891289.9134107,,19267144791.272465,2022-03-06T23:00:00.000Z,2022-03-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220306/,720000000.0,0.36895469744686876
2022-03-06,2022-03,NEAR,6535,10.1356393,645297518.0,1000000000.0,1000000000.0,6540502881.651915,2022-03-06T23:00:00.000Z,2022-03-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220306/,,
2022-03-06,2022-03,DOT,6636,16.97882475,987579314.957085,1103303471.382273,,16767936113.347792,2022-03-06T23:00:00.000Z,2022-03-06T00:00:00.000Z,https://coinmarketcap.com/historical/20220306/,,
2022-04-03,2022-04,BTC,1,46453.56707632,19001856.0,19001856.0,21000000.0,882703992270.52,2022-04-03T23:00:00.000Z,2022-04-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220403/,21000000.0,0.9048502857142857
2022-04-03,2022-04,ETH,1027,3522.8334005,120231936.499,120231936.499,,423557081705.00134,2022-04-03T23:00:00.000Z,2022-04-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220403/,,
2022-04-03,2022-04,ADA,2010,1.18594126,33739028515.755,34277702081.605,45000000000.0,40012506060.11913,2022-04-03T23:00:00.000Z,2022-04-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220403/,45000000000.0,0.749756189239
2022-04-03,2022-04,ATOM,3794,31.96029675,286370297.0,0.0,,9152479672.228231,2022-04-03T23:00:00.000Z,2022-04-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220403/,,
2022-04-03,2022-04,SOL,5426,136.77532218,325813732.72337914,511616946.142289,,44563278264.23192,2022-04-03T23:00:00.000Z,2022-04-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220403/,,
2022-04-03,2022-04,AVAX,5805,98.07777944,267386506.68001077,395891289.9134107,,26224674828.72633,2022-04-03T23:00:00.000Z,2022-04-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220403/,720000000.0,0.3713701481666816
2022-04-03,2022-04,NEAR,6535,16.7732465,660441112.0,1000000000.0,1000000000.0,11077741569.580364,2022-04-03T23:00:00.000Z,2022-04-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220403/,,
2022-04-03,2022-04,DOT,6636,23.20824736,987579314.957085,1103303471.382273,,22919985030.74818,2022-04-03T23:00:00.000Z,2022-04-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220403/,,
2022-05-01,2022-05,BTC,1,38469.09390254,19027918.0,19027918.0,21000000.0,731986764311.8785,2022-05-01T23:00:00.000Z,2022-05-01T00:00:00.000Z,https://coinmarketcap.com/historical/20220501/,21000000.0,0.9060913333333334
2022-05-01,2022-05,ETH,1027,2827.75614426,120607954.874,120607954.874,,341049885442.04346,2022-05-01T23:00:00.000Z,2022-05-01T00:00:00.000Z,https://coinmarketcap.com/historical/20220501/,,
2022-05-01,2022-05,ADA,2010,0.7903445,33752565071.288,34277702081.605,45000000000.0,26676154076.970715,2022-05-01T23:00:00.000Z,2022-05-01T00:00:00.000Z,https://coinmarketcap.com/historical/20220501/,45000000000.0,0.7500570015841778
2022-05-01,2022-05,ATOM,3794,18.02641131,286370297.0,0.0,,5162228761.197408,2022-05-01T23:00:00.000Z,2022-05-01T00:00:00.000Z,https://coinmarketcap.com/historical/20220501/,,
2022-05-01,2022-05,SOL,5426,89.67150526,334402963.0596772,511616946.142289,,29986417059.759163,2022-05-01T23:00:00.000Z,2022-05-01T00:00:00.000Z,https://coinmarketcap.com/historical/20220501/,,
2022-05-01,2022-05,AVAX,5805,58.85614687,268627114.2085498,395891289.9134107,,15810356887.258377,2022-05-01T23:00:00.000Z,2022-05-01T00:00:00.000Z,https://coinmarketcap.com/historical/20220501/,720000000.0,0.3730932141785414
2022-05-01,2022-05,NEAR,6535,11.83907225,674764292.0,1000000000.0,1000000000.0,7988583206.309917,2022-05-01T23:00:00.000Z,2022-05-01T00:00:00.000Z,https://coinmarketcap.com/historical/20220501/,,
2022-05-01,2022-05,DOT,6636,15.38172903,987579314.957085,1103303471.382273,,15190677414.530502,2022-05-01T23:00:00.000Z,2022-05-01T00:00:00.000Z,https://coinmarketcap.com/historical/20220501/,,
2022-06-05,2022-06,BTC,1,29906.66174779,19059193.0,19059193.0,21000000.0,569996838236.8745,2022-06-05T23:00:00.000Z,2022-06-05T00:00:00.000Z,https://coinmarketcap.com/historical/20220605/,21000000.0,0.907580619047619
2022-06-05,2022-06,ETH,1027,1805.2049889,121063385.6865,121063385.6865,,218544227813.8088,2022-06-05T23:00:00.000Z,2022-06-05T00:00:00.000Z,https://coinmarketcap.com/historical/20220605/,,
2022-06-05,2022-06,ADA,2010,0.56708957,33739028515.755,34277702081.605,45000000000.0,19133051325.976574,2022-06-05T23:00:00.000Z,2022-06-05T00:00:00.000Z,https://coinmarketcap.com/historical/20220605/,45000000000.0,0.749756189239
2022-06-05,2022-06,ATOM,3794,9.18687232,286370297.0,0.0,,2630847353.374843,2022-06-05T23:00:00.000Z,2022-06-05T00:00:00.000Z,https://coinmarketcap.com/historical/20220605/,,
2022-06-05,2022-06,SOL,5426,38.48053163,339806210.04346085,511616946.142289,,13075923614.967993,2022-06-05T23:00:00.000Z,2022-06-05T00:00:00.000Z,https://coinmarketcap.com/historical/20220605/,,
2022-06-05,2022-06,AVAX,5805,24.16418168,280823810.11371434,404229626.49901325,720000000.0,6785877568.632055,2022-06-05T23:00:00.000Z,2022-06-05T00:00:00.000Z,https://coinmarketcap.com/historical/20220605/,720000000.0,0.39003306960238104
2022-06-05,2022-06,NEAR,6535,5.32160101,704969283.0,1000000000.0,1000000000.0,3751565247.8068376,2022-06-05T23:00:00.000Z,2022-06-05T00:00:00.000Z,https://coinmarketcap.com/historical/20220605/,,
2022-06-05,2022-06,DOT,6636,9.34499723,987579314.957085,1103303471.382273,,9228925960.85691,2022-06-05T23:00:00.000Z,2022-06-05T00:00:00.000Z,https://coinmarketcap.com/historical/20220605/,,
2022-07-03,2022-07,BTC,1,19297.07608279,19084375.0,19084375.0,21000000.0,368272636367.5492,2022-07-03T23:00:00.000Z,2022-07-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220703/,21000000.0,0.908779761904762
2022-07-03,2022-07,ETH,1027,1073.76698751,121399635.249,121399635.249,,130354920626.22354,2022-07-03T23:00:00.000Z,2022-07-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220703/,,
2022-07-03,2022-07,ADA,2010,0.4555868,33752565071.288,34277702081.605,45000000000.0,15377222959.95091,2022-07-03T23:00:00.000Z,2022-07-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220703/,45000000000.0,0.7500570015841778
2022-07-03,2022-07,ATOM,3794,8.0972218,286370297.0,0.0,,2318803811.9169946,2022-07-03T23:00:00.000Z,2022-07-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220703/,,
2022-07-03,2022-07,SOL,5426,33.38593166,343416618.2814275,511616946.142289,,11465283748.494583,2022-07-03T23:00:00.000Z,2022-07-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220703/,,
2022-07-03,2022-07,AVAX,5805,16.66040249,282573079.5830471,404229626.49901325,720000000.0,4707781238.085228,2022-07-03T23:00:00.000Z,2022-07-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220703/,720000000.0,0.39246261053200987
2022-07-03,2022-07,NEAR,6535,3.32231796,725911205.0,1000000000.0,1000000000.0,2411707835.5249453,2022-07-03T23:00:00.000Z,2022-07-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220703/,,
2022-07-03,2022-07,DOT,6636,6.84384684,987579314.957085,1103303471.382273,,6758841572.72148,2022-07-03T23:00:00.000Z,2022-07-03T00:00:00.000Z,https://coinmarketcap.com/historical/20220703/,,
2022-08-07,2022-08,BTC,1,23175.89084908,19115337.0,19115337.0,21000000.0,443014963855.39105,2022-08-07T23:00:00.000Z,2022-08-07T00:00:00.000Z,https://coinmarketcap.com/historical/20220807/,21000000.0,0.9102541428571429
2022-08-07,2022-08,ETH,1027,1699.35077089,121872196.749,121872196.749,,207103611495.1092,2022-08-07T23:00:00.000Z,2022-08-07T00:00:00.000Z,https://coinmarketcap.com/historical/20220807/,,
2022-08-07,2022-08,ADA,2010,0.52747012,33739028515.755,34277702081.605,45000000000.0,17796329481.17694,2022-08-07T23:00:00.000Z,2022-08-07T00:00:00.000Z,https://coinmarketcap.com/historical/20220807/,45000000000.0,0.749756189239
2022-08-07,2022-08,ATOM,3794,11.36879962,286370297.0,0.0,,3255686523.1771994,2022-08-07T23:00:00.000Z,2022-08-07T00:00:00.000Z,https://coinmarketcap.com/historical/20220807/,,
2022-08-07,2022-08,SOL,5426,40.60559195,346971924.2283571,511616946.142289,,14089000374.0244,2022-08-07T23:00:00.000Z,2022-08-07T00:00:00.000Z,https://coinmarketcap.com/historical/20220807/,,
2022-08-07,2022-08,AVAX,5805,27.88996648,284470930.0268099,404229626.49901325,720000000.0,7933884703.29987,2022-08-07T23:00:00.000Z,2022-08-07T00:00:00.000Z,https://coinmarketcap.com/historical/20220807/,720000000.0,0.39509851392612483
2022-08-07,2022-08,NEAR,6535,4.98571626,753740362.0,1000000000.0,1000000000.0,3757935580.689433,2022-08-07T23:00:00.000Z,2022-08-07T00:00:00.000Z,https://coinmarketcap.com/historical/20220807/,,
2022-08-07,2022-08,DOT,6636,8.64640762,1104823434.5050883,1220047104.8302681,,9552753760.301254,2022-08-07T23:00:00.000Z,2022-08-07T00:00:00.000Z,https://coinmarketcap.com/historical/20220807/,,
2022-09-04,2022-09,BTC,1,19986.71383922,19141543.0,19141543.0,21000000.0,382576542382.124,2022-09-04T23:00:00.000Z,2022-09-04T00:00:00.000Z,https://coinmarketcap.com/historical/20220904/,21000000.0,0.9115020476190476
2022-09-04,2022-09,ETH,1027,1577.64162535,122241565.1865,122241565.1865,,192853381586.05536,2022-09-04T23:00:00.000Z,2022-09-04T00:00:00.000Z,https://coinmarketcap.com/historical/20220904/,,
2022-09-04,2022-09,ADA,2010,0.50308397,34182044152.629,34854947575.48,45000000000.0,17196438526.167812,2022-09-04T23:00:00.000Z,2022-09-04T00:00:00.000Z,https://coinmarketcap.com/historical/20220904/,45000000000.0,0.7596009811695333
2022-09-04,2022-09,ATOM,3794,13.00237638,286370297.0,0.0,,3723494384.8455863,2022-09-04T23:00:00.000Z,2022-09-04T00:00:00.000Z,https://coinmarketcap.com/historical/20220904/,,
2022-09-04,2022-09,SOL,5426,32.10695659,349839719.95003617,511616946.142289,,11232288701.592419,2022-09-04T23:00:00.000Z,2022-09-04T00:00:00.000Z,https://coinmarketcap.com/historical/20220904/,,
2022-09-04,2022-09,AVAX,5805,19.00500068,294497821.5345846,404229626.49901325,720000000.0,5596931299.349038,2022-09-04T23:00:00.000Z,2022-09-04T00:00:00.000Z,https://coinmarketcap.com/historical/20220904/,720000000.0,0.40902475213136746
2022-09-04,2022-09,NEAR,6535,4.2374325,776285352.0,1000000000.0,1000000000.0,3289456778.0936737,2022-09-04T23:00:00.000Z,2022-09-04T00:00:00.000Z,https://coinmarketcap.com/historical/20220904/,,
2022-09-04,2022-09,DOT,6636,7.37043286,1113617437.036761,1229041107.3619409,,8207842547.606454,2022-09-04T23:00:00.000Z,2022-09-04T00:00:00.000Z,https://coinmarketcap.com/historical/20220904/,,
2022-10-02,2022-10,BTC,1,19044.10727237,19167337.0,19167337.0,21000000.0,365024821953.6876,2022-10-02T00:00:00.000Z,2022-10-02T00:00:00.000Z,https://coinmarketcap.com/historical/20221002/,21000000.0,0.9127303333333333
2022-10-02,2022-10,ETH,1027,1276.09355832,122625799.499,122625799.499,,156481992824.6881,2022-10-02T00:00:00.000Z,2022-10-02T00:00:00.000Z,https://coinmarketcap.com/historical/20221002/,,
2022-10-02,2022-10,ADA,2010,0.41963259,34253155874.558,34969499401.181,45000000000.0,14373740433.114214,2022-10-02T00:00:00.000Z,2022-10-02T00:00:00.000Z,https://coinmarketcap.com/historical/20221002/,45000000000.0,0.7611812416568444
2022-10-02,2022-10,ATOM,3794,12.0251224,286370297.0,0.0,,3443637873.7986617,2022-10-02T00:00:00.000Z,2022-10-02T00:00:00.000Z,https://coinmarketcap.com/historical/20221002/,,
2022-10-02,2022-10,SOL,5426,32.05569834,355416348.40964216,511616946.142289,,11393119249.461716,2022-10-02T00:00:00.000Z,2022-10-02T00:00:00.000Z,https://coinmarketcap.com/historical/20221002/,,
2022-10-02,2022-10,AVAX,5805,16.53337796,296055918.84615076,404229626.49901325,720000000.0,4894804403.144083,2022-10-02T00:00:00.000Z,2022-10-02T00:00:00.000Z,https://coinmarketcap.com/historical/20221002/,720000000.0,0.4111887761752094
2022-10-02,2022-10,NEAR,6535,3.47840083,799177890.0,1000000000.0,1000000000.0,2779861037.5064354,2022-10-02T00:00:00.000Z,2022-10-02T00:00:00.000Z,https://coinmarketcap.com/historical/20221002/,,
2022-10-02,2022-10,DOT,6636,6.16330025,1128091738.690325,1238215389.0155048,,6952768096.08442,2022-10-02T00:00:00.000Z,2022-10-02T00:00:00.000Z,https://coinmarketcap.com/historical/20221002/,,
2022-11-06,2022-11,BTC,1,20926.48597382,19200181.0,19200181.0,21000000.0,401792318391.33417,2022-11-06T00:00:00.000Z,2022-11-06T00:00:00.000Z,https://coinmarketcap.com/historical/20221106/,21000000.0,0.9142943333333333
2022-11-06,2022-11,ETH,1027,1572.23475709,122373863.499,122373863.499,,192400441552.2101,2022-11-06T00:00:00.000Z,2022-11-06T00:00:00.000Z,https://coinmarketcap.com/historical/20221106/,,
2022-11-06,2022-11,ADA,2010,0.40300487,34343840359.064,35120196046.737,45000000000.0,13840734879.511005,2022-11-06T00:00:00.000Z,2022-11-06T00:00:00.000Z,https://coinmarketcap.com/historical/20221106/,45000000000.0,0.7631964524236444
2022-11-06,2022-11,ATOM,3794,14.48029946,286370297.0,0.0,,4146727657.116373,2022-11-06T00:00:00.000Z,2022-11-06T00:00:00.000Z,https://coinmarketcap.com/historical/20221106/,,
2022-11-06,2022-11,SOL,5426,32.68358416,359222248.5652918,511616946.142289,,11740670592.501997,2022-11-06T00:00:00.000Z,2022-11-06T00:00:00.000Z,https://coinmarketcap.com/historical/20221106/,,
